time,latitude,longitude,speed,accuracy,bearing
1551714181705,30.016275,120.863777,42,1,130
1551714182622,30.016207,120.863872,43,1,129
1551714183655,30.016137,120.863968,43,1,130
1551714184626,30.016066,120.864062,44,1,131
1551714185682,30.015995,120.864158,44,1,130
1551714186587,30.015924,120.864257,45,1,129
1551714187623,30.015847,120.864351,45,1,134
1551714188551,30.015769,120.864449,47,1,131
1551714189565,30.015688,120.864551,48,1,132
1551714190530,30.015601,120.864655,50,1,136
1551714191528,30.015515,120.864755,48,1,136
1551714192490,30.01543,120.864849,46,1,137
1551714193528,30.01535,120.864934,42,1,139
1551714194513,30.01528,120.865011,37,2,135
1551714195586,30.015227,120.865098,36,2,123
1551714196457,30.015155,120.86516,37,1,145
1551714197552,30.01507,120.865222,38,1,148
1551714198487,30.014991,120.86528,38,1,145
1551714199558,30.014908,120.865336,38,1,149
1551714200527,30.014823,120.865387,38,1,153
1551714201505,30.014734,120.865435,40,1,155
1551714202513,30.01464,120.865483,40,1,157
1551714203591,30.01454,120.865522,41,1,160
1551714204534,30.01444,120.865559,41,1,162
1551714205558,30.014339,120.865593,41,1,164
1551714206480,30.014237,120.865623,42,1,165
1551714207548,30.014135,120.865656,42,1,163
1551714208489,30.014031,120.865682,42,1,168
1551714209526,30.01393,120.865707,40,1,167
1551714210475,30.013834,120.865733,39,1,166
1551714211546,30.013736,120.86575,38,1,171
1551714212483,30.013642,120.865765,37,1,170
1551714213551,30.013551,120.865781,35,1,171
1551714214442,30.013465,120.865801,35,1,167
1551714215485,30.013378,120.865823,34,1,165
1551714216483,30.013297,120.865846,33,1,167
1551714217524,30.01322,120.865868,31,1,166
1551714218507,30.013144,120.865882,29,1,169
1551714219528,30.013077,120.865896,25,1,168
1551714220501,30.013021,120.86591,21,1,167
1551714221510,30.012973,120.865923,18,1,165
1551714222501,30.012933,120.865931,15,1,170
1551714223551,30.012901,120.865936,11,1,170
1551714224567,30.012878,120.865937,6,1,168
1551714225560,30.012871,120.865941,0,1,167
1551714226501,30.012868,120.865942,0,1,0
1551714227567,30.012866,120.865941,0,1,0
1551714228464,30.012864,120.865939,0,1,0
1551714229533,30.012862,120.865936,0,1,0
1551714230467,30.01286,120.865935,0,1,0
1551714231582,30.012859,120.865935,0,1,0
1551714232429,30.012859,120.865936,0,1,0
1551714233473,30.012859,120.865936,0,1,0
1551714234431,30.012859,120.865936,0,1,0
1551714235431,30.012859,120.865937,0,1,0
1551714237394,30.012859,120.865937,0,1,0
1551714238391,30.012859,120.865937,0,1,0
1551714239403,30.012859,120.865937,0,1,0
1551714240376,30.012858,120.865936,0,1,0
1551714241431,30.012858,120.865937,0,1,0
1551714242363,30.012857,120.865936,0,1,0
1551714243390,30.012857,120.865936,0,1,0
1551714244374,30.012856,120.865936,0,1,0
1551714245429,30.012856,120.865936,0,1,0
1551714246354,30.012856,120.865937,0,1,0
1551714247410,30.012856,120.865936,0,1,0
1551714248365,30.012856,120.865936,0,1,0
1551714249424,30.012855,120.865936,0,1,0
1551714250352,30.012855,120.865936,0,1,0
1551714251407,30.012855,120.865936,0,1,0
1551714252383,30.012855,120.865936,0,1,0
1551714253437,30.012856,120.865935,0,1,0
1551714254350,30.012856,120.865935,0,1,0
1551714255436,30.012856,120.865935,0,1,0
1551714256388,30.012856,120.865934,0,1,0
1551714257438,30.012856,120.865934,0,1,0
1551714258425,30.012857,120.865934,0,1,0
1551714259444,30.012856,120.865933,0,1,0
1551714260427,30.012856,120.865933,0,1,0
1551714261455,30.012857,120.865933,0,1,0
1551714262411,30.012857,120.865933,0,1,0
1551714263424,30.012857,120.865932,0,1,0
1551714264418,30.012857,120.865932,0,1,0
1551714265477,30.012857,120.865933,0,1,0
1551714266443,30.012857,120.865932,0,1,0
1551714267485,30.012857,120.865932,0,1,0
1551714268447,30.012856,120.865932,0,1,0
1551714269448,30.012856,120.865932,0,1,0
1551714270448,30.012855,120.865931,0,1,0
1551714271487,30.012854,120.865931,0,1,0
1551714272422,30.012854,120.86593,0,1,0
1551714273491,30.012853,120.86593,0,1,0
1551714274437,30.012853,120.865929,0,1,0
1551714275446,30.012852,120.865929,0,1,0
1551714276408,30.012852,120.865929,0,1,0
1551714277490,30.012851,120.865929,0,1,0
1551714278462,30.012851,120.865928,0,1,0
1551714279472,30.01285,120.865928,0,1,0
1551714280445,30.01285,120.865927,0,1,0
1551714280445,30.01285,120.865927,0,1,0
1551714282437,30.012849,120.865926,0,1,0
1551714283468,30.012849,120.865926,0,1,0
1551714284468,30.012848,120.865925,0,1,0
1551714285471,30.012848,120.865924,0,1,0
1551714286465,30.012847,120.865923,0,1,0
1551714287412,30.012847,120.865922,0,1,0
1551714288429,30.012845,120.865922,0,1,167
1551714289486,30.012836,120.865923,4,1,171
1551714290435,30.01282,120.865926,8,1,172
1551714291498,30.012793,120.865927,12,1,177
1551714292473,30.012753,120.865929,18,1,177
1551714293500,30.012701,120.865933,22,1,176
1551714294499,30.012639,120.865942,26,1,172
1551714294499,30.012639,120.865942,26,1,172
1551714296492,30.012487,120.865968,34,1,171
1551714297597,30.012397,120.865987,37,1,169
1551714298534,30.0123,120.866008,41,1,169
1551714299579,30.012195,120.866029,43,1,170
1551714300558,30.012085,120.866048,45,1,172
1551714301572,30.011972,120.86607,46,1,170
1551714302527,30.01186,120.866097,46,1,168
1551714303552,30.01175,120.866127,45,1,165
1551714304558,30.011645,120.866149,41,1,170
1551714305589,30.011549,120.866168,39,1,170
1551714306553,30.011457,120.866184,37,1,171
1551714307586,30.011366,120.866199,36,1,172
1551714308517,30.01128,120.866221,35,1,167
1551714309588,30.011192,120.86624,36,1,170
1551714310521,30.011106,120.866261,35,1,168
1551714311557,30.011019,120.866278,35,1,171
1551714312518,30.01093,120.86629,34,1,171
1551714313590,30.010846,120.866301,33,1,171
1551714314519,30.010767,120.866314,31,1,171
1551714315554,30.010694,120.866329,30,1,170
1551714316546,30.010625,120.866344,28,1,170
1551714317613,30.010565,120.866352,22,1,173
1551714318520,30.01052,120.866352,17,1,181
1551714319558,30.010484,120.866338,13,1,197
1551714320515,30.010467,120.866324,7,1,208
1551714321534,30.010463,120.866311,5,1,219
1551714322509,30.010462,120.866297,5,1,237
1551714323558,30.010462,120.866292,0,1,0
1551714324475,30.010459,120.866289,0,1,0
1551714325459,30.010459,120.866291,0,1,0
1551714326417,30.010463,120.866296,3,1,359
1551714327454,30.010464,120.866298,0,1,0
1551714328344,30.010463,120.866297,0,1,0
1551714329386,30.010467,120.866293,3,1,0
1551714330407,30.010473,120.866283,5,1,350
1551714331392,30.010473,120.866265,6,1,298
1551714332349,30.010476,120.866252,5,1,0
1551714333371,30.010478,120.866226,11,1,275
1551714334325,30.010477,120.866183,16,1,270
1551714335342,30.010485,120.866128,21,1,277
1551714336342,30.010494,120.866063,24,1,278
1551714337400,30.010506,120.865997,24,1,279
1551714338310,30.010517,120.86593,26,1,278
1551714339362,30.01052,120.865854,27,1,274
1551714340272,30.010523,120.865771,28,1,275
1551714341308,30.01052,120.865669,33,1,271
1551714342312,30.010493,120.86556,37,1,254
1551714343365,30.010496,120.865464,34,1,275
1551714344270,30.010495,120.86538,29,1,271
1551714345306,30.010496,120.865297,27,1,273
1551714346306,30.010492,120.865212,28,1,270
1551714347334,30.010492,120.865129,29,1,271
1551714348332,30.010503,120.865045,29,1,283
1551714349412,30.010486,120.864935,35,1,265
1551714350332,30.010457,120.864826,37,1,253
1551714351379,30.010449,120.864742,26,1,262
1551714352327,30.010448,120.864687,17,1,266
1551714353377,30.010452,120.864637,17,1,273
1551714354367,30.010459,120.864604,11,1,279
1551714355392,30.010464,120.864569,13,1,282
1551714356367,30.010474,120.864534,13,1,287
1551714357395,30.01047,120.864486,16,1,276
1551714358361,30.010467,120.864435,17,1,274
1551714359422,30.010461,120.864388,15,1,271
1551714360397,30.010457,120.864337,18,1,270
1551714361389,30.010455,120.864277,21,1,273
1551714362354,30.01045,120.864201,26,1,270
1551714363428,30.010446,120.864127,25,1,268
1551714364427,30.010436,120.864049,27,1,267
1551714365447,30.010429,120.863961,29,1,269
1551714366458,30.010426,120.863872,29,1,273
1551714367456,30.01043,120.863785,28,1,278
1551714368425,30.010437,120.8637,25,1,277
1551714369483,30.010444,120.863619,22,1,271
1551714370456,30.010473,120.863563,14,1,281
1551714371432,30.01045,120.863482,14,1,271
1551714372456,30.010448,120.863441,10,1,271
1551714373599,30.010409,120.863376,10,1,266
1551714374388,30.010374,120.863316,9,1,260
1551714375464,30.01036,120.863279,9,1,254
1551714376398,30.010349,120.863252,8,1,252
1551714377494,30.010336,120.863226,9,1,241
1551714378454,30.010317,120.863201,5,1,235
1551714379482,30.010303,120.863184,4,1,226
1551714380417,30.010283,120.863163,6,1,212
1551714381503,30.010252,120.863144,9,2,200
1551714382413,30.010206,120.863117,15,1,198
1551714383442,30.010144,120.863089,20,1,192
1551714384443,30.010078,120.863069,24,1,188
1551714385438,30.010003,120.863051,29,1,186
1551714386408,30.00992,120.863038,33,1,185
1551714387456,30.009825,120.863029,37,1,182
1551714388408,30.009724,120.863025,41,1,180
1551714389460,30.009614,120.863022,44,1,180
1551714390440,30.009495,120.863018,47,1,179
1551714391437,30.009369,120.863018,50,1,179
1551714392434,30.009237,120.863017,51,1,178
1551714393493,30.009107,120.86302,51,1,178
1551714394450,30.008979,120.863025,51,1,178
1551714395480,30.008852,120.863029,50,1,178
1551714396472,30.008728,120.863031,49,1,179
1551714397471,30.008603,120.863033,49,1,179
1551714398439,30.00848,120.863036,49,1,178
1551714399458,30.008354,120.86304,50,1,178
1551714400415,30.008225,120.863045,52,1,177
1551714401438,30.008092,120.863052,53,1,177
1551714402475,30.007955,120.863059,55,1,178
1551714403506,30.007815,120.863064,56,1,178
1551714404440,30.007674,120.863069,56,1,178
1551714405497,30.007534,120.863075,55,1,178
1551714406462,30.007397,120.86308,54,1,178
1551714407527,30.007262,120.863084,54,1,178
1551714408497,30.007127,120.863089,53,1,178
1551714409523,30.006995,120.863094,52,1,178
1551714410497,30.006865,120.863097,52,1,179
1551714411471,30.006735,120.863099,51,1,179
1551714412470,30.006605,120.863101,52,1,179
1551714413526,30.006473,120.863104,53,1,179
1551714414493,30.006336,120.863105,55,1,180
1551714415544,30.006198,120.863104,55,1,180
1551714416500,30.006058,120.863103,56,1,180
1551714417603,30.005914,120.863101,57,1,180
1551714418461,30.00577,120.8631,57,1,180
1551714419549,30.005626,120.863101,57,1,179
1551714420521,30.005482,120.863107,58,1,177
1551714421533,30.005335,120.863118,59,1,176
1551714422494,30.005189,120.86313,59,1,176
1551714423509,30.005042,120.86314,58,1,177
1551714424535,30.004897,120.863149,58,1,177
1551714425519,30.004753,120.863157,57,1,177
1551714426561,30.004609,120.863164,57,1,178
1551714427567,30.004465,120.863169,57,1,178
1551714428485,30.004322,120.863175,57,1,178
1551714429541,30.004179,120.863179,57,1,178
1551714430484,30.004038,120.863184,57,1,178
1551714431586,30.003896,120.863189,57,1,178
1551714432488,30.003753,120.863194,57,1,178
1551714433562,30.00361,120.8632,57,1,178
1551714434485,30.003465,120.863208,58,1,177
1551714435558,30.003318,120.863215,59,1,178
1551714436485,30.003168,120.863221,60,1,178
1551714437526,30.003016,120.863226,61,1,178
1551714438481,30.002863,120.863231,61,1,178
1551714439565,30.002707,120.863237,62,1,178
1551714440520,30.002551,120.863244,63,1,178
1551714441504,30.002393,120.863252,63,1,178
1551714442479,30.002237,120.863259,63,1,177
1551714443565,30.002079,120.863267,63,1,178
1551714444482,30.001921,120.863271,63,1,179
1551714445482,30.001765,120.863269,62,1,181
1551714446525,30.001611,120.863265,61,1,181
1551714447525,30.001454,120.863268,63,1,178
1551714448476,30.0013,120.863268,61,1,180
1551714449508,30.001152,120.863263,58,1,182
1551714450481,30.001007,120.863257,57,1,182
1551714451481,30.000868,120.863248,56,1,183
1551714452471,30.000731,120.863235,54,1,185
1551714453465,30.000601,120.863211,52,1,190
1551714454479,30.000477,120.863175,51,1,195
1551714455511,30.000359,120.863124,50,1,203
1551714456485,30.000247,120.863056,51,1,210
1551714457541,30.000143,120.862975,50,1,215
1551714458533,30.000045,120.862888,49,1,219
1551714459512,29.999953,120.862789,48,1,225
1551714460469,29.999879,120.862684,47,1,233
1551714461536,29.999819,120.862571,46,1,240
1551714462511,29.999775,120.86245,46,1,250
1551714463539,29.999743,120.862323,44,1,254
1551714464510,29.999718,120.862212,37,1,255
1551714465539,29.999699,120.862112,34,1,259
1551714466504,29.999684,120.862018,33,1,260
1551714467560,29.999671,120.861928,31,1,260
1551714468466,29.999658,120.86184,30,1,260
1551714469527,29.999647,120.861756,29,1,261
1551714470540,29.999637,120.861675,28,1,262
1551714471528,29.999628,120.861597,27,1,262
1551714472497,29.99962,120.861524,25,1,263
1551714473510,29.999612,120.861452,25,1,262
1551714474476,29.999603,120.861379,26,1,262
1551714475543,29.999595,120.861306,26,1,263
1551714476524,29.999588,120.861235,25,1,263
1551714477528,29.999582,120.86117,21,1,265
1551714478459,29.999579,120.861121,16,1,266
1551714479522,29.999578,120.86109,8,1,267
1551714480461,29.999579,120.861078,3,1,267
1551714481497,29.99958,120.861075,0,1,0
1551714482490,29.999581,120.861074,0,1,0
1551714483455,29.999581,120.861074,0,1,0
1551714484427,29.999582,120.861073,0,1,0
1551714485398,29.999582,120.86107,0,1,267
1551714486358,29.999582,120.861054,7,1,268
1551714487405,29.999581,120.86102,14,1,269
1551714488400,29.999583,120.860972,18,1,271
1551714489504,29.999587,120.860913,22,1,272
1551714490416,29.999592,120.860844,26,1,273
1551714491459,29.999599,120.860766,28,1,274
1551714492421,29.999606,120.860679,31,1,275
1551714493500,29.999613,120.860587,33,1,275
1551714494490,29.999622,120.860492,34,1,276
1551714495481,29.999632,120.860397,33,1,277
1551714496483,29.999644,120.860307,32,1,278
1551714497477,29.999662,120.860221,31,1,286
1551714498518,29.999697,120.860145,29,1,303
1551714499531,29.999748,120.860084,30,1,317
1551714500555,29.999806,120.86003,30,1,322
1551714501579,29.999865,120.859975,30,1,320
1551714502576,29.999917,120.85991,31,1,310
1551714503612,29.999955,120.85983,32,1,294
1551714504544,29.999971,120.859742,32,1,276
1551714505584,29.999965,120.859649,32,1,262
1551714506573,29.999945,120.859554,34,1,254
1551714507630,29.999919,120.859456,36,1,253
1551714508577,29.999893,120.859353,38,1,254
1551714509613,29.999875,120.859243,39,1,261
1551714510573,29.999868,120.859126,41,1,268
1551714511602,29.999874,120.859003,44,1,275
1551714512578,29.999884,120.858873,46,1,275
1551714513641,29.999894,120.858739,48,1,275
1551714514515,29.999906,120.858601,49,1,276
1551714515623,29.999919,120.858456,51,1,276
1551714516541,29.999933,120.858306,53,1,276
1551714517556,29.999946,120.858153,54,1,276
1551714518515,29.99996,120.857998,55,1,276
1551714519532,29.999974,120.85784,56,1,276
1551714520532,29.999986,120.857678,57,1,275
1551714521526,29.999999,120.857513,58,1,275
1551714522504,30.000012,120.857347,58,1,275
1551714523568,30.000025,120.857179,59,1,275
1551714524497,30.00004,120.85701,59,1,275
1551714525557,30.000055,120.85684,59,1,276
1551714526500,30.000069,120.85667,60,1,275
1551714527563,30.000083,120.856498,60,1,275
1551714528494,30.000098,120.856326,61,1,276
1551714529553,30.000115,120.856153,61,1,277
1551714530527,30.000137,120.855979,61,1,279
1551714531899,30.000164,120.855806,61,1,281
1551714532502,30.000197,120.855634,61,1,283
1551714533563,30.000235,120.855462,62,1,285
1551714534590,30.000281,120.855291,63,1,288
1551714535560,30.000334,120.855119,63,1,290
1551714536576,30.000392,120.854947,64,1,292
1551714537566,30.000458,120.854775,65,1,294
1551714538641,30.000529,120.854603,66,1,296
1551714539558,30.000605,120.85443,67,1,297
1551714540639,30.000681,120.854257,68,1,297
1551714541557,30.000757,120.854081,68,1,296
1551714542677,30.000836,120.853904,69,1,297
1551714543557,30.000915,120.853723,71,1,297
1551714544625,30.000996,120.85354,71,1,297
1551714545621,30.001078,120.853356,72,1,297
1551714546638,30.001161,120.853171,73,1,297
1551714547595,30.001246,120.852983,74,1,297
1551714548594,30.001331,120.852792,74,1,297
1551714549590,30.001416,120.852601,75,1,297
1551714550594,30.001501,120.852405,76,1,297
1551714551583,30.001589,120.852211,76,1,297
1551714552620,30.001676,120.852019,75,1,298
1551714553582,30.00176,120.851827,74,1,296
1551714554618,30.001836,120.851633,73,1,293
1551714555551,30.001902,120.851436,73,1,290
1551714556602,30.001956,120.851238,72,1,286
1551714557551,30.002,120.851038,72,1,283
1551714558592,30.002032,120.850838,71,1,279
1551714560512,30.002067,120.85044,70,1,274
1551714561510,30.002078,120.850243,68,1,273
1551714562514,30.002089,120.850051,67,1,274
1551714563447,30.002099,120.849861,66,1,273
1551714564517,30.002111,120.849674,65,1,274
1551714565477,30.002122,120.849486,66,1,274
1551714566529,30.002134,120.849299,66,1,274
1551714567476,30.002145,120.849108,67,1,274
1551714568443,30.002157,120.848916,67,1,274
1551714569440,30.002167,120.848723,67,1,273
1551714570465,30.002178,120.848526,69,1,273
1551714571407,30.00219,120.84833,68,1,274
1551714572440,30.002202,120.848132,69,1,274
1551714573488,30.002214,120.847932,70,1,274
1551714574486,30.002227,120.847732,70,1,274
1551714575371,30.00224,120.847531,71,1,274
1551714576426,30.002253,120.847329,71,1,274
1551714577370,30.002265,120.847124,72,1,274
1551714578420,30.002278,120.846916,73,1,274
1551714579405,30.002289,120.846705,74,1,273
1551714580470,30.0023,120.846493,74,1,273
1551714581398,30.00231,120.846279,75,1,273
1551714582499,30.002322,120.846064,75,1,273
1551714583440,30.002334,120.845849,75,1,274
1551714584483,30.002348,120.845632,76,1,274
1551714585467,30.002361,120.845415,76,1,274
1551714586498,30.002374,120.845197,76,1,274
1551714587439,30.002388,120.844979,76,1,274
1551714588537,30.002403,120.844762,76,1,275
1551714589473,30.002423,120.844546,75,1,276
1551714590458,30.002448,120.844331,76,1,278
1551714591465,30.002482,120.84412,74,1,282
1551714592486,30.002526,120.843909,76,1,284
1551714593391,30.002577,120.843697,76,1,287
1551714594487,30.002639,120.843489,76,1,289
1551714595468,30.002707,120.843282,76,1,292
1551714596488,30.002785,120.843081,76,1,295
1551714597493,30.002872,120.842883,77,1,298
1551714598519,30.002963,120.842694,74,1,300
1551714599463,30.003064,120.84251,76,1,303
1551714600522,30.003173,120.842329,77,1,305
1551714601456,30.003287,120.84215,77,1,306
1551714602496,30.003402,120.84197,77,1,306
1551714603500,30.003519,120.84179,78,1,307
1551714604650,30.003637,120.84161,78,1,307
1551714605452,30.003755,120.841429,79,1,307
1551714606497,30.003874,120.841247,79,1,307
1551714607492,30.003994,120.841064,79,1,307
1551714608513,30.004113,120.840881,79,1,307
1551714609487,30.004232,120.840701,78,1,307
1551714610519,30.00435,120.840524,77,1,307
1551714611518,30.004465,120.84035,75,1,307
1551714612514,30.004577,120.840178,74,1,307
1551714613480,30.004686,120.840011,72,1,307
1551714614566,30.00479,120.839852,68,1,307
1551714615547,30.00489,120.8397,65,1,307
1551714616555,30.004982,120.839561,59,1,307
1551714617511,30.005069,120.839431,56,1,307
1551714618559,30.005152,120.839302,55,1,306
1551714619522,30.005236,120.839173,56,1,306
1551714620555,30.005321,120.839041,58,1,307
1551714621513,30.00541,120.838905,59,1,307
1551714622603,30.005502,120.838765,61,1,307
1551714623544,30.005596,120.838621,63,1,307
1551714624544,30.005693,120.838472,65,1,307
1551714625511,30.005793,120.83832,67,1,307
1551714626597,30.005897,120.838162,69,1,307
1551714627511,30.006003,120.838002,70,1,307
1551714628554,30.006112,120.83784,71,1,307
1551714629581,30.006223,120.837674,73,1,307
1551714630580,30.006334,120.837505,74,1,307
1551714631506,30.006447,120.837334,75,1,307
1551714632546,30.006561,120.837158,76,1,306
1551714633539,30.006677,120.836982,77,1,307
1551714634532,30.006794,120.836803,78,1,307
1551714635536,30.006914,120.836624,79,1,307
1551714636570,30.007036,120.836441,80,1,307
1551714637542,30.00716,120.836255,82,1,307
1551714638535,30.007284,120.836066,83,1,307
1551714639533,30.00741,120.835874,84,1,307
1551714640581,30.007536,120.83568,84,1,307
1551714641501,30.007664,120.835486,85,1,307
1551714642601,30.007794,120.83529,86,1,307
1551714643533,30.007924,120.835094,86,1,307
1551714644590,30.008054,120.834901,84,1,308
1551714645498,30.008183,120.834709,84,1,307
1551714646580,30.008311,120.834517,84,1,307
1551714647540,30.008438,120.834324,84,1,307
1551714648530,30.008567,120.834132,84,1,307
1551714649575,30.008695,120.833939,84,1,307
1551714650549,30.008824,120.833745,85,1,307
1551714651527,30.008952,120.833551,84,1,307
1551714652528,30.009078,120.833356,84,1,306
1551714653532,30.009198,120.833156,84,1,304
1551714654565,30.009304,120.832948,84,1,299
1551714655489,30.009402,120.832731,85,1,296
1551714656598,30.009489,120.832509,85,1,293
1551714657521,30.009568,120.83228,85,1,290
1551714658585,30.009633,120.832046,85,1,287
1551714659494,30.009685,120.831808,86,1,283
1551714660565,30.009727,120.831567,86,1,280
1551714661532,30.009756,120.831324,85,1,277
1551714662530,30.009779,120.83108,86,1,276
1551714663531,30.009799,120.830835,86,1,275
1551714664537,30.009817,120.830589,86,1,274
1551714665501,30.009834,120.830342,86,1,275
1551714666469,30.009852,120.830095,86,1,275
1551714667454,30.00987,120.829849,86,1,275
1551714668495,30.00989,120.829603,86,1,275
1551714669536,30.00991,120.829356,86,1,275
1551714670485,30.009932,120.829109,86,1,276
1551714671484,30.009955,120.828863,86,1,276
1551714672544,30.009978,120.828616,86,1,276
1551714673451,30.01,120.828369,87,1,276
1551714674537,30.010021,120.828122,86,1,275
1551714675520,30.010042,120.827875,86,1,276
1551714676517,30.010064,120.827629,86,1,276
1551714677482,30.010087,120.827385,85,1,276
1551714678522,30.010109,120.827143,84,1,276
1551714679520,30.010132,120.826904,84,1,276
1551714680516,30.010153,120.826666,83,1,276
1551714681533,30.010173,120.82643,82,1,276
1551714682550,30.010193,120.826197,81,1,275
1551714683510,30.010213,120.825968,80,1,275
1551714684556,30.010234,120.825745,78,1,276
1551714685512,30.010252,120.825528,75,1,275
1551714686495,30.01027,120.825318,73,1,276
1551714687552,30.010289,120.825111,72,1,276
1551714688536,30.010308,120.824909,70,1,276
1551714689505,30.010326,120.824711,69,1,276
1551714690573,30.010343,120.824513,69,1,275
1551714691502,30.010361,120.824317,68,1,276
1551714692577,30.010378,120.82413,64,1,276
1551714693551,30.010394,120.823956,59,1,276
1551714694577,30.010409,120.82379,58,1,276
1551714695512,30.010425,120.823624,58,1,276
1551714696552,30.010441,120.823457,59,1,276
1551714697535,30.010459,120.823288,60,1,277
1551714698542,30.010477,120.823116,61,1,277
1551714699498,30.010495,120.822941,62,1,277
1551714700612,30.010515,120.822764,62,1,277
1551714701532,30.010533,120.822585,63,1,277
1551714702531,30.010551,120.822405,63,1,277
1551714703533,30.01057,120.822224,63,1,277
1551714704588,30.010589,120.822044,63,1,277
1551714705549,30.010608,120.821866,62,1,277
1551714706529,30.010627,120.821688,62,1,277
1551714707561,30.010643,120.821512,61,1,276
1551714708569,30.010659,120.821337,61,1,276
1551714709466,30.010672,120.821162,61,1,274
1551714710486,30.010678,120.820985,62,1,271
1551714711496,30.010676,120.820808,61,1,268
1551714712577,30.010667,120.820631,61,1,266
1551714713460,30.010655,120.820457,61,1,265
1551714714530,30.01064,120.820284,60,1,264
1551714715457,30.010626,120.820114,59,1,264
1551714716512,30.010611,120.819948,57,1,264
1551714717504,30.010596,120.81979,55,1,264
1551714718562,30.010582,120.819637,53,1,264
1551714719521,30.010568,120.819488,52,1,264
1551714720570,30.010555,120.819344,50,1,264
1551714721524,30.010543,120.819204,48,1,264
1551714722536,30.010531,120.819069,47,1,264
1551714723491,30.010517,120.818935,47,1,263
1551714724529,30.010503,120.818803,47,1,263
1551714725465,30.010491,120.818671,46,1,265
1551714726597,30.01048,120.818539,46,1,265
1551714727487,30.01047,120.818405,48,1,265
1551714728516,30.01046,120.818265,49,1,265
1551714729525,30.01045,120.818122,50,1,266
1551714730548,30.010442,120.817974,52,1,267
1551714731493,30.010438,120.817825,52,1,268
1551714732585,30.010433,120.817674,53,1,268
1551714733482,30.010429,120.81752,54,1,268
1551714734521,30.010425,120.817365,54,1,268
1551714735445,30.010421,120.817209,55,1,268
1551714736488,30.010418,120.817051,55,1,269
1551714737446,30.010415,120.816892,55,1,268
1551714738550,30.010412,120.816737,54,1,269
1551714739449,30.010409,120.816586,52,1,268
1551714740521,30.010407,120.816436,52,1,269
1551714741477,30.010406,120.816286,52,1,269
1551714742488,30.010404,120.816133,53,1,269
1551714743452,30.010403,120.815979,54,1,269
1551714744552,30.0104,120.815828,53,1,269
1551714745477,30.010398,120.815679,51,1,269
1551714746502,30.010396,120.815537,49,1,269
1551714747449,30.010393,120.815399,47,1,269
1551714748550,30.010392,120.815267,46,1,269
1551714749480,30.010389,120.815135,46,1,268
1551714750523,30.010386,120.815004,46,1,268
1551714751475,30.010381,120.814874,45,1,267
1551714752539,30.010377,120.814741,46,1,268
1551714753436,30.010375,120.814606,47,1,268
1551714754528,30.01037,120.81447,47,1,268
1551714755497,30.010366,120.814333,47,1,268
1551714756554,30.010362,120.814198,47,1,268
1551714757510,30.010356,120.814064,46,1,267
1551714758549,30.010353,120.813937,44,1,268
1551714759497,30.010349,120.813816,41,1,268
1551714760506,30.010345,120.813706,37,1,267
1551714761521,30.010343,120.813612,31,1,269
1551714762576,30.01034,120.813537,24,1,267
1551714763540,30.010339,120.81348,18,1,268
1551714764539,30.010338,120.813445,10,1,268
1551714765536,30.010338,120.81342,8,1,269
1551714766567,30.010337,120.813398,7,1,268
1551714767496,30.010337,120.81338,6,1,268
1551714768538,30.010337,120.813369,3,1,268
1551714769495,30.010337,120.813367,0,1,0
1551714770482,30.010338,120.813367,0,1,0
1551714771457,30.010339,120.813366,0,1,0
1551714772482,30.010339,120.813366,0,1,0
1551714773459,30.01034,120.813366,0,1,0
1551714774466,30.010341,120.813365,0,1,0
1551714775437,30.010342,120.813364,0,1,0
1551714776480,30.010343,120.813364,0,1,0
1551714777390,30.010344,120.813363,0,1,0
1551714779388,30.010346,120.813361,0,1,0
1551714780396,30.010347,120.813361,0,1,0
1551714780425,30.010347,120.81336,0,1,0
1551714781430,30.010347,120.81336,0,1,0
1551714782506,30.010348,120.813359,0,1,0
1551714784384,30.010349,120.813358,0,1,0
1551714785392,30.01035,120.813357,0,1,0
1551714786384,30.010351,120.813356,0,1,0
1551714786449,30.01035,120.813356,0,1,0
1551714788417,30.010351,120.813355,0,1,0
1551714788471,30.010351,120.813355,0,1,0
1551714789419,30.010351,120.813355,0,1,0
1551714791381,30.010351,120.813353,0,1,0
1551714792417,30.010351,120.813346,3,1,269
1551714793417,30.010351,120.813331,7,1,269
1551714793417,30.010351,120.813331,7,1,269
1551714794465,30.01035,120.813302,12,1,268
1551714795447,30.010349,120.81326,16,1,269
1551714796474,30.010347,120.813207,20,1,269
1551714797478,30.010345,120.813145,22,1,267
1551714798512,30.010337,120.81308,23,1,262
1551714799559,30.010321,120.813016,23,1,253
1551714800460,30.010294,120.81296,23,1,239
1551714801456,30.010254,120.812913,23,1,223
1551714802541,30.010203,120.81288,23,1,207
1551714803488,30.010146,120.81286,24,1,195
1551714804500,30.010079,120.812851,28,1,184
1551714805545,30.009999,120.812854,32,1,178
1551714806572,30.009911,120.812859,36,1,178
1551714807497,30.009817,120.812865,38,1,177
1551714808563,30.009719,120.812873,39,1,175
1551714809504,30.009616,120.81288,42,1,177
1551714810532,30.009509,120.812889,43,1,176
1551714811534,30.009397,120.812901,45,1,175
1551714812569,30.009282,120.812911,46,1,177
1551714813504,30.009167,120.812917,46,1,178
1551714814550,30.00905,120.812923,47,1,177
1551714815504,30.008931,120.812928,48,1,178
1551714816526,30.008808,120.812932,49,1,178
1551714817500,30.008686,120.812937,48,1,178
